S_UNNR,N_LFDNR,S_VORSILBE,S_NAME,S_SPEZIFIKATION,S_KLASSE,S_KLASSIFIZIERUNGSCODE,S_VP_GRUPPE,S_KENN1,S_KENN2,S_KENN3,S_KENN4,SV_10,SV_11,S_BEGRENZTE_MENGEN,S_FREIGEST_MENGEN,S_ZUSAMMENPACKUNG1,S_ZUSAMMENPACKUNG2,S_TANK_CODE1,S_TANK_CODE2,S_TANKFAHRZEUG,S_BEFOERDERUNGSKATEGORIE,S_TUNNEL_CODE,S_GEFAHRNR,N_MULTIPLIKATOR,N_ERGAENZ_TECH,S_VERTRAEGL_GR,N_VERBOT,N_UNNR,N_SICHERUNG,S_MENGE_SICHERUNG_TANK,S_MENGE_SICHERUNG_LS,S_MENGE_SICHERUNG_VP,S_KENNZ_N
1386,1,,ÖLSAATKUCHEN,"mit mehr als 1,5 Masse-% Öl und höchstens 11 Masse-% Feuchtigkeit",4.2,S2,III,4.2,,,,,,0,E0,MP14,,,,,3,E,40,1.0,0.0,,1,1386,0.0,,,,
1387,1,,"Wollabfälle, nass",,4.2,S2,,,,,,,,,,,,,,,,,,,,,2,1387,,,,,
1389,1,,"ALKALIMETALLAMALGAM, FLÜSSIG",,4.3,W1,I,4.3,,,,,,0,E0,MP2,,L10BN(+),,AT,1,B/E,X323,50.0,0.0,,1,1389,1.0,3000,a),b),
1390,1,,ALKALIMETALLAMIDE,,4.3,W2,II,4.3,,,,,,500 g,E2,MP14,,SGAN,,AT,0,D/E,423,,0.0,,1,1390,0.0,,,,
1391,1,,ALKALIMETALLDISPERSION,,4.3,W1,I,4.3,,,,,,0,E0,MP2,,L10BN(+),,AT,1,B/E,X323,50.0,0.0,,1,1391,1.0,3000,a),b),
1391,2,,ERDALKALIMETALLDISPERSION,,4.3,W1,I,4.3,,,,,,0,E0,MP2,,L10BN(+),,AT,1,B/E,X323,50.0,0.0,,1,1391,1.0,3000,a),b),
1392,1,,"ERDALKALIMETALLAMALGAM, FLÜSSIG",,4.3,W1,I,4.3,,,,,,0,E0,MP2,,L10BN(+),,AT,1,B/E,X323,50.0,0.0,,1,1392,1.0,3000,a),b),
1393,1,,"ERDALKALIMETALLLEGIERUNG, N.A.G.",,4.3,W2,II,4.3,,,,,,500 g,E2,MP14,,SGAN,,AT,2,D/E,423,3.0,0.0,,1,1393,0.0,,,,
1394,1,,ALUMINIUMCARBID,,4.3,W2,II,4.3,,,,,,500 g,E2,MP14,,SGAN,,AT,2,D/E,423,3.0,0.0,,1,1394,0.0,,,,
1395,1,,ALUMINIUMFERROSILICIUM-PULVER,,4.3,WT2,II,4.3,6.1,,,,,500 g,E2,MP14,,SGAN,,AT,2,D/E,462,3.0,0.0,,1,1395,0.0,,,,
1396,1,,"ALUMINIUM-PULVER, NICHT ÜBERZOGEN",,4.3,W2,II,4.3,,,,,,500 g,E2,MP14,,SGAN,,AT,2,D/E,423,3.0,0.0,,1,1396,0.0,,,,-
1396,2,,"ALUMINIUM-PULVER, NICHT ÜBERZOGEN",,4.3,W2,III,4.3,,,,,,1 kg,E1,MP14,,SGAN,,AT,3,E,423,1.0,0.0,,1,1396,0.0,,,,-
1397,1,,ALUMINIUMPHOSPHID,,4.3,WT2,I,4.3,6.1,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1397,1.0,a),a),b),+
1398,1,,"ALUMINIUMSILICIUM-PULVER, NICHT ÜBERZOGEN",,4.3,W2,III,4.3,,,,,,1 kg,E1,MP14,,SGAN,,AT,3,E,423,1.0,0.0,,1,1398,0.0,,,,
1400,1,,BARIUM,,4.3,W2,II,4.3,,,,,,500 g,E2,MP14,,SGAN,,AT,2,D/E,423,3.0,0.0,,1,1400,0.0,,,,
1401,1,,CALCIUM,,4.3,W2,II,4.3,,,,,,500 g,E2,MP14,,SGAN,,AT,2,D/E,423,3.0,0.0,,1,1401,0.0,,,,-
1402,1,,CALCIUMCARBID,,4.3,W2,I,4.3,,,,,,0,E0,MP2,,"S2,65AN(+)",,AT,1,B/E,X423,50.0,0.0,,1,1402,1.0,3000,a),b),-
1402,2,,CALCIUMCARBID,,4.3,W2,II,4.3,,,,,,500 g,E2,MP14,,SGAN,,AT,2,D/E,423,3.0,0.0,,1,1402,0.0,,,,-
1403,1,,CALCIUMCYANAMID,"mit mehr als 0,1 Masse-% Calciumcarbid",4.3,W2,III,4.3,,,,,,1 kg,E1,MP14,,SGAN,,AT,0,E,423,,0.0,,1,1403,0.0,,,,-
1404,1,,CALCIUMHYDRID,,4.3,W2,I,4.3,,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1404,1.0,a),a),b),-
1405,1,,CALCIUMSILICID,,4.3,W2,II,4.3,,,,,,500 g,E2,MP14,,SGAN,,AT,2,D/E,423,3.0,0.0,,1,1405,0.0,,,,
1405,2,,CALCIUMSILICID,,4.3,W2,III,4.3,,,,,,1 kg,E1,MP14,,SGAN,,AT,3,E,423,1.0,0.0,,1,1405,0.0,,,,
1407,1,,CAESIUM,,4.3,W2,I,4.3,,,,,,0,E0,MP2,,L10CH(+),,AT,1,B/E,X423,50.0,0.0,,1,1407,1.0,3000,a),b),
1408,1,,FERROSILICIUM,"mit mindestens 30 Masse-%, aber weniger als 90 Masse-% Silicium",4.3,WT2,III,4.3,6.1,,,,,1 kg,E1,MP14,,SGAN,,AT,3,E,462,1.0,0.0,,1,1408,0.0,,,,
1409,1,,"METALLHYDRIDE, MIT WASSER REAGIEREND, N.A.G.",,4.3,W2,I,4.3,,,,,,0,E0,MP2,,,,,1,E,,50.0,1.0,,1,1409,1.0,a),a),b),
1409,2,,"METALLHYDRIDE, MIT WASSER REAGIEREND, N.A.G.",,4.3,W2,II,4.3,,,,,,500 g,E2,MP14,,SGAN,,AT,2,D/E,423,3.0,1.0,,1,1409,0.0,,,,
1410,1,,LITHIUMALUMINIUMHYDRID,,4.3,W2,I,4.3,,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1410,1.0,a),a),b),-
1411,1,,LITHIUMALUMINIUMHYDRID IN ETHER,,4.3,WF1,I,4.3,3,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1411,1.0,a),a),b),-
1413,1,,LITHIUMBORHYDRID,,4.3,W2,I,4.3,,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1413,1.0,a),a),b),
1414,1,,LITHIUMHYDRID,,4.3,W2,I,4.3,,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1414,1.0,a),a),b),
1415,1,,LITHIUM,,4.3,W2,I,4.3,,,,,,0,E0,MP2,,L10BN(+),,AT,1,B/E,X423,50.0,0.0,,1,1415,1.0,3000,a),b),-
1417,1,,LITHIUMSILICIUM,,4.3,W2,II,4.3,,,,,,500 g,E2,MP14,,SGAN,,AT,2,D/E,423,3.0,0.0,,1,1417,0.0,,,,
1418,1,,MAGNESIUM-PULVER,,4.3,WS,I,4.3,4.2,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1418,1.0,a),a),b),-
1418,2,,MAGNESIUMLEGIERUNGSPULVER,,4.3,WS,I,4.3,4.2,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1418,1.0,a),a),b),
1418,3,,MAGNESIUM-PULVER,,4.3,WS,II,4.3,4.2,,,,,0,E2,MP14,,SGAN,,AT,2,D/E,423,3.0,0.0,,1,1418,0.0,,,,-
1418,4,,MAGNESIUMLEGIERUNGSPULVER,,4.3,WS,II,4.3,4.2,,,,,0,E2,MP14,,SGAN,,AT,2,D/E,423,3.0,0.0,,1,1418,0.0,,,,
1418,5,,MAGNESIUM-PULVER,,4.3,WS,III,4.3,4.2,,,,,0,E1,MP14,,SGAN,,AT,3,E,423,1.0,0.0,,1,1418,0.0,,,,-
1418,6,,MAGNESIUMLEGIERUNGSPULVER,,4.3,WS,III,4.3,4.2,,,,,0,E1,MP14,,SGAN,,AT,3,E,423,1.0,0.0,,1,1418,0.0,,,,
1419,1,,MAGNESIUMALUMINIUMPHOSPHID,,4.3,WT2,I,4.3,6.1,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1419,1.0,a),a),b),
1420,1,,"KALIUMMETALLLEGIERUNGEN, FLÜSSIG",,4.3,W1,I,4.3,,,,,,0,E0,MP2,,L10BN(+),,AT,1,B/E,X323,50.0,0.0,,1,1420,1.0,3000,a),b),
1421,1,,"ALKALIMETALLLEGIERUNG, FLÜSSIG, N.A.G.",,4.3,W1,I,4.3,,,,,,0,E0,MP2,,L10BN(+),,AT,1,B/E,X323,50.0,0.0,,1,1421,1.0,3000,a),b),
1422,1,,"KALIUM-NATRIUM-LEGIERUNGEN, FLÜSSIG",,4.3,W1,I,4.3,,,,,,0,E0,MP2,,L10BN(+),,AT,1,B/E,X323,50.0,0.0,,1,1422,1.0,3000,a),b),
1423,1,,RUBIDIUM,,4.3,W2,I,4.3,,,,,,0,E0,MP2,,L10CH(+),,AT,1,B/E,X423,50.0,0.0,,1,1423,1.0,3000,a),b),
1426,1,,NATRIUMBORHYDRID,,4.3,W2,I,4.3,,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1426,1.0,a),a),b),
1427,1,,NATRIUMHYDRID,,4.3,W2,I,4.3,,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1427,1.0,a),a),b),-
1428,1,,NATRIUM,,4.3,W2,I,4.3,,,,,,0,E0,MP2,,L10BN(+),,AT,1,B/E,X423,50.0,0.0,,1,1428,1.0,3000,a),b),-
1431,1,,NATRIUMMETHYLAT,,4.2,SC4,II,4.2,8,,,,,0,E2,MP14,,SGAN,,AT,2,D/E,48,3.0,0.0,,1,1431,0.0,,,,-
1432,1,,NATRIUMPHOSPHID,,4.3,WT2,I,4.3,6.1,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1432,1.0,a),a),b),
1433,1,,ZINNPHOSPHIDE,,4.3,WT2,I,4.3,6.1,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1433,1.0,a),a),b),
1435,1,,ZINK-ASCHEN,,4.3,W2,III,4.3,,,,,,1 kg,E1,MP14,,SGAN,,AT,3,E,423,1.0,0.0,,1,1435,0.0,,,,+
1436,1,,ZINK-PULVER,,4.3,WS,I,4.3,4.2,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1436,1.0,a),a),b),+
1436,2,,ZINK-STAUB,,4.3,WS,I,4.3,4.2,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1436,1.0,a),a),b),+
1436,3,,ZINK-PULVER,,4.3,WS,II,4.3,4.2,,,,,0,E2,MP14,,SGAN,,AT,2,D/E,423,3.0,0.0,,1,1436,0.0,,,,+
1436,4,,ZINK-STAUB,,4.3,WS,II,4.3,4.2,,,,,0,E2,MP14,,SGAN,,AT,2,D/E,423,3.0,0.0,,1,1436,0.0,,,,+
1436,5,,ZINK-PULVER,,4.3,WS,III,4.3,4.2,,,,,0,E1,MP14,,SGAN,,AT,3,E,423,1.0,0.0,,1,1436,0.0,,,,+
1436,6,,ZINK-STAUB,,4.3,WS,III,4.3,4.2,,,,,0,E1,MP14,,SGAN,,AT,3,E,423,1.0,0.0,,1,1436,0.0,,,,+
1437,1,,ZIRKONIUMHYDRID,,4.1,F3,II,4.1,,,,,,1 kg,E2,MP11,,SGAN,,AT,2,E,40,3.0,0.0,,1,1437,0.0,,,,
1438,1,,ALUMINIUMNITRAT,,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1438,0.0,,,,+
1439,1,,AMMONIUMDICHROMAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,50,3.0,0.0,,1,1439,0.0,,,,+
1442,1,,AMMONIUMPERCHLORAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,,,AT,2,E,50,3.0,0.0,,1,1442,1.0,3000,3000,b),-
1444,1,,AMMONIUMPERSULFAT,,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1444,0.0,,,,-
1445,1,,"BARIUMCHLORAT, FEST",,5.1,OT2,II,5.1,6.1,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,56,3.0,0.0,,1,1445,0.0,,,,+
1446,1,,BARIUMNITRAT,,5.1,OT2,II,5.1,6.1,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,56,3.0,0.0,,1,1446,0.0,,,,
1447,1,,"BARIUMPERCHLORAT, FEST",,5.1,OT2,II,5.1,6.1,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,56,3.0,0.0,,1,1447,1.0,3000,a),b),-
1448,1,,BARIUMPERMANGANAT,,5.1,OT2,II,5.1,6.1,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,56,3.0,0.0,,1,1448,0.0,,,,
1449,1,,BARIUMPEROXID,,5.1,OT2,II,5.1,6.1,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,56,3.0,0.0,,1,1449,0.0,,,,-
1450,1,,"BROMATE, ANORGANISCHE, N.A.G.",,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,1.0,,1,1450,0.0,,,,
1451,1,,CAESIUMNITRAT,,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1451,0.0,,,,
1452,1,,CALCIUMCHLORAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,0.0,,1,1452,0.0,,,,
1453,1,,CALCIUMCHLORIT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,50,3.0,0.0,,1,1453,0.0,,,,
1454,1,,CALCIUMNITRAT,,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1454,0.0,,,,
1455,1,,CALCIUMPERCHLORAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,0.0,,1,1455,1.0,3000,3000,b),
1456,1,,CALCIUMPERMANGANAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,50,3.0,0.0,,1,1456,0.0,,,,
1457,1,,CALCIUMPEROXID,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,50,3.0,0.0,,1,1457,0.0,,,,
1458,1,,"CHLORAT UND BORAT, MISCHUNG",,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,0.0,,1,1458,0.0,,,,
1458,2,,"CHLORAT UND BORAT, MISCHUNG",,5.1,O2,III,5.1,,,,,,5 kg,E1,MP2,,SGAV,,AT,3,E,50,1.0,0.0,,1,1458,0.0,,,,
1459,1,,"CHLORAT UND MAGNESIUMCHLORID, MISCHUNG, FEST",,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,0.0,,1,1459,0.0,,,,
1459,2,,"CHLORAT UND MAGNESIUMCHLORID, MISCHUNG, FEST",,5.1,O2,III,5.1,,,,,,5 kg,E1,MP2,,SGAV,,AT,3,E,50,1.0,0.0,,1,1459,0.0,,,,
1461,1,,"CHLORATE, ANORGANISCHE, N.A.G.",,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,1.0,,1,1461,0.0,,,,
1462,1,,"CHLORITE, ANORGANISCHE, N.A.G.",,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,50,3.0,1.0,,1,1462,0.0,,,,
1463,1,,"CHROMTRIOXID, WASSERFREI",,5.1,OTC,II,5.1,6.1,8,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,568,3.0,0.0,,1,1463,0.0,,,,+
1465,1,,DIDYMIUMNITRAT,,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1465,0.0,,,,
1466,1,,EISEN(III)NITRAT,,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1466,0.0,,,,
1467,1,,GUANIDINNITRAT,,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1467,0.0,,,,
1469,1,,BLEINITRAT,,5.1,OT2,II,5.1,6.1,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,56,3.0,0.0,,1,1469,0.0,,,,+
1470,1,,"BLEIPERCHLORAT, FEST",,5.1,OT2,II,5.1,6.1,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,56,3.0,0.0,,1,1470,1.0,3000,a),b),+
1471,1,,"LITHIUMHYPOCHLORIT, TROCKEN",,5.1,O2,II,5.1,,,,,,1 kg,E2,MP10,,SGAN,,AT,2,E,50,3.0,0.0,,1,1471,0.0,,,,
1471,2,,"LITHIUMHYPOCHLORIT, MISCHUNG",,5.1,O2,II,5.1,,,,,,1 kg,E2,MP10,,SGAN,,AT,2,E,50,3.0,0.0,,1,1471,0.0,,,,
1471,3,,"LITHIUMHYPOCHLORIT, TROCKEN",,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1471,0.0,,,,
1471,4,,"LITHIUMHYPOCHLORIT, MISCHUNG",,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1471,0.0,,,,
1472,1,,LITHIUMPEROXID,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,50,3.0,0.0,,1,1472,0.0,,,,
1473,1,,MAGNESIUMBROMAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,0.0,,1,1473,0.0,,,,
1474,1,,MAGNESIUMNITRAT,,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1474,0.0,,,,
1475,1,,MAGNESIUMPERCHLORAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,0.0,,1,1475,1.0,3000,3000,b),
1476,1,,MAGNESIUMPEROXID,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,50,3.0,0.0,,1,1476,0.0,,,,
1477,1,,"NITRATE, ANORGANISCHE, N.A.G.",,5.1,O2,II,5.1,,,,,,1 kg,E2,MP10,,SGAN,,AT,2,E,50,3.0,0.0,,1,1477,0.0,,,,
1477,2,,"NITRATE, ANORGANISCHE, N.A.G.",,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1477,0.0,,,,
1479,1,,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, N.A.G.",,5.1,O2,I,5.1,,,,,,0,E0,MP2,,,,,1,E,,50.0,1.0,,1,1479,0.0,,,,
1479,2,,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, N.A.G.",,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,50,3.0,1.0,,1,1479,0.0,,,,
1479,3,,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, N.A.G.",,5.1,O2,III,5.1,,,,,,5 kg,E1,MP2,,SGAN,,AT,3,E,50,1.0,1.0,,1,1479,0.0,,,,
1481,1,,"PERCHLORATE, ANORGANISCHE, N.A.G.",,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,0.0,,1,1481,1.0,3000,3000,b),
1481,2,,"PERCHLORATE, ANORGANISCHE, N.A.G.",,5.1,O2,III,5.1,,,,,,5 kg,E1,MP2,,SGAV,,AT,3,E,50,1.0,0.0,,1,1481,1.0,3000,3000,b),
1482,1,,"PERMANGANATE, ANORGANISCHE, N.A.G.",,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,50,3.0,1.0,,1,1482,0.0,,,,
1482,2,,"PERMANGANATE, ANORGANISCHE, N.A.G.",,5.1,O2,III,5.1,,,,,,5 kg,E1,MP2,,SGAN,,AT,3,E,50,1.0,1.0,,1,1482,0.0,,,,
1483,1,,"PEROXIDE, ANORGANISCHE, N.A.G.",,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,50,3.0,0.0,,1,1483,0.0,,,,
1483,2,,"PEROXIDE, ANORGANISCHE, N.A.G.",,5.1,O2,III,5.1,,,,,,5 kg,E1,MP2,,SGAN,,AT,3,E,50,1.0,0.0,,1,1483,0.0,,,,
1484,1,,KALIUMBROMAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,0.0,,1,1484,0.0,,,,-
1485,1,,KALIUMCHLORAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,0.0,,1,1485,0.0,,,,+
1486,1,,KALIUMNITRAT,,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1486,0.0,,,,
1487,1,,"KALIUMNITRAT UND NATRIUMNITRIT, MISCHUNG",,5.1,O2,II,5.1,,,,,,1 kg,E2,MP10,,SGAV,,AT,2,E,50,3.0,0.0,,1,1487,0.0,,,,
1488,1,,KALIUMNITRIT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP10,,SGAV,,AT,2,E,50,3.0,0.0,,1,1488,0.0,,,,+
1489,1,,KALIUMPERCHLORAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,0.0,,1,1489,1.0,3000,3000,b),-
1490,1,,KALIUMPERMANGANAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,50,3.0,0.0,,1,1490,0.0,,,,+
1491,1,,KALIUMPEROXID,,5.1,O2,I,5.1,,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1491,0.0,,,,
1492,1,,KALIUMPERSULFAT,,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1492,0.0,,,,-
1493,1,,SILBERNITRAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP10,,SGAV,,AT,2,E,50,3.0,0.0,,1,1493,0.0,,,,+
1494,1,,NATRIUMBROMAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,0.0,,1,1494,0.0,,,,
1495,1,,NATRIUMCHLORAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,0.0,,1,1495,0.0,,,,+
1496,1,,NATRIUMCHLORIT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,50,3.0,0.0,,1,1496,0.0,,,,
1498,1,,NATRIUMNITRAT,,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1498,0.0,,,,
1499,1,,"NATRIUMNITRAT UND KALIUMNITRAT, MISCHUNG",,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1499,0.0,,,,
1500,1,,NATRIUMNITRIT,,5.1,OT2,III,5.1,6.1,,,,,5 kg,E1,MP10,,SGAN,,AT,3,E,56,1.0,0.0,,1,1500,0.0,,,,+
1502,1,,NATRIUMPERCHLORAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,0.0,,1,1502,1.0,3000,3000,b),-
1503,1,,NATRIUMPERMANGANAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,50,3.0,0.0,,1,1503,0.0,,,,+
1504,1,,NATRIUMPEROXID,,5.1,O2,I,5.1,,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,1504,0.0,,,,-
1505,1,,NATRIUMPERSULFAT,,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1505,0.0,,,,
1506,1,,STRONTIUMCHLORAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,0.0,,1,1506,0.0,,,,
1507,1,,STRONTIUMNITRAT,,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,1507,0.0,,,,
1508,1,,STRONTIUMPERCHLORAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,0.0,,1,1508,1.0,3000,3000,b),
1509,1,,STRONTIUMPEROXID,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,50,3.0,0.0,,1,1509,0.0,,,,
1510,1,,TETRANITROMETHAN,,6.1,TO1,I,6.1,5.1,,,,,0,E0,MP8,MP17,L10CH,,AT,1,B/D,665,50.0,0.0,,1,1510,1.0,0,a),0,
1511,1,,HARNSTOFFWASSERSTOFFPEROXID,,5.1,OC2,III,5.1,8,,,,,5 kg,E1,MP2,,SGAN,,AT,3,E,58,1.0,0.0,,1,1511,0.0,,,,
1512,1,,ZINKAMMONIUMNITRIT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP10,,SGAN,,AT,2,E,50,3.0,0.0,,1,1512,0.0,,,,
1513,1,,ZINKCHLORAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAV,,AT,2,E,50,3.0,0.0,,1,1513,0.0,,,,
1514,1,,ZINKNITRAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP10,,SGAN,,AT,2,E,50,3.0,0.0,,1,1514,0.0,,,,
1515,1,,ZINKPERMANGANAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,50,3.0,0.0,,1,1515,0.0,,,,
1516,1,,ZINKPEROXID,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,50,3.0,0.0,,1,1516,0.0,,,,
1517,1,,"ZIRKONIUMPIKRAMAT, ANGEFEUCHTET",mit mindestens 20 Masse-% Wasser,4.1,D,I,4.1,,,,,,0,E0,MP2,,,,,1,B,,50.0,0.0,,1,1517,1.0,a),a),0,
1541,1,,"ACETONCYANHYDRIN, STABILISIERT",,6.1,T1,I,6.1,,,,,,0,E0,MP8,MP17,L10CH,,AT,1,C/D,669,50.0,0.0,,1,1541,1.0,0,a),0,+
1544,1,,"ALKALOIDE, FEST, N.A.G.",,6.1,T2,I,6.1,,,,,,0,E5,MP18,,S10AH,,AT,1,C/E,66,50.0,1.0,,1,1544,1.0,0,a),0,
1544,2,,"ALKALOIDSALZE, FEST, N.A.G.",,6.1,T2,I,6.1,,,,,,0,E5,MP18,,S10AH,,AT,1,C/E,66,50.0,1.0,,1,1544,1.0,0,a),0,
1544,3,,"ALKALOIDE, FEST, N.A.G.",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,1.0,,1,1544,0.0,,,,
1544,4,,"ALKALOIDSALZE, FEST, N.A.G.",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,1.0,,1,1544,0.0,,,,
